tau,S_central,p_low,p_high,rows_low,rows_high,denominator_weight,local_slope,normalized_weight,run,protocol,n
10,5,0.27000000000000002,0.28000000000000003,70,21,0.57421875000000111,-0.11047619047619042,2.122899552623606e-05,primary,random_pauli,128
10,5,0.27000000000000002,0.29999999999999999,70,10,2.4609374999999947,-0.030476190476190511,9.098140939815416e-05,primary,random_pauli,128
10,5,0.28000000000000003,0.29999999999999999,21,10,0.32812499999999878,0.0095238095238095559,1.2130854586420537e-05,primary,random_pauli,128
10,6,0.20000000000000001,0.22,27,140,7.9746835443037885,-0.088994708994709043,0.00029482583298642395,primary,random_pauli,128
10,6,0.20000000000000001,0.23999999999999999,27,152,34.63291139240502,-0.094346978557504929,0.001280386474683898,primary,random_pauli,128
10,6,0.20000000000000001,0.25,27,87,30.973101265822773,-0.091545338441890195,0.001145082476331201,primary,random_pauli,128
10,6,0.20000000000000001,0.26000000000000001,27,43,22.044303797468359,-0.099454493252942866,0.00081498283832675861,primary,random_pauli,128
10,6,0.20000000000000001,0.27000000000000002,27,25,17.444620253164562,-0.087957671957671957,0.00064493150965780322,primary,random_pauli,128
10,6,0.22,0.23999999999999999,140,152,44.894514767932435,-0.099699248120300829,0.0016597602449606086,primary,random_pauli,128
10,6,0.22,0.25,140,87,57.816455696202524,-0.093245758073344301,0.0021374872891515755,primary,random_pauli,128
10,6,0.22,0.26000000000000001,140,43,50.801687763713112,-0.10468438538205979,0.0018781497508764816,primary,random_pauli,128
10,6,0.22,0.27000000000000002,140,25,46.149789029535896,-0.087542857142857117,0.0017061680149677342,primary,random_pauli,128
10,6,0.23999999999999999,0.25,152,87,6.9746835443038098,-0.080338777979431272,0.00025785560948495245,primary,random_pauli,128
10,6,0.23999999999999999,0.26000000000000001,152,43,13.789029535865003,-0.10966952264381875,0.00050978350380933137,primary,random_pauli,128
10,6,0.23999999999999999,0.27000000000000002,152,25,18.037974683544338,-0.079438596491228003,0.00066686795556453236,primary,random_pauli,128
10,6,0.25,0.26000000000000001,87,43,1.9731012658227884,-0.13900026730820625,7.294599478850629e-05,primary,random_pauli,128
10,6,0.25,0.27000000000000002,87,25,4.5886075949367173,-0.078988505747126361,0.00016964184834536346,primary,random_pauli,128
10,6,0.26000000000000001,0.27000000000000002,43,25,0.5669831223628703,-0.01897674418604647,2.0961492755317904e-05,primary,random_pauli,128
10,7,0.20000000000000001,0.22,71,157,31.399999999999963,-0.12083968780837902,0.0011608650179462273,primary,random_pauli,128
10,7,0.20000000000000001,0.23999999999999999,71,78,62.399999999999928,-0.14777898158179859,0.0023069419464918656,primary,random_pauli,128
10,7,0.20000000000000001,0.25,71,33,41.249999999999986,-0.12773367477592834,0.0015250217194357296,primary,random_pauli,128
10,7,0.20000000000000001,0.26000000000000001,71,16,28.800000000000004,-0.10492957746478875,0.0010647424368424008,primary,random_pauli,128
10,7,0.22,0.23999999999999999,157,78,34.495774647887281,-0.17471827535521814,0.0012753164985888129,primary,random_pauli,128
10,7,0.22,0.25,157,33,32.837323943661971,-0.13232966608762789,0.0012140032053874292,primary,random_pauli,128
